time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-13T23:52:57.549Z,52.4729,-169.4979,35,3.3,ml,,216,0.426,0.56,us,us6000fqwh,2021-11-23T15:11:41.040Z,"67 km SW of Nikolski, Alaska",earthquake,2.7,2,0.105,12,reviewed,us,us
2021-09-13T18:19:16.743Z,54.5123,-159.7584,22.7,2.9,ml,,243,0.334,0.38,us,us6000fqw5,2021-11-23T15:11:36.040Z,"103 km SSE of Sand Point, Alaska",earthquake,4,3,0.115,10,reviewed,us,us
2021-09-13T17:58:45.898Z,57.9719,-155.5488,0.6,2.7,ml,,,,0.59,ak,ak021bro1qu6,2021-11-23T15:11:34.040Z,"79 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-09-13T17:23:49.091Z,55.1581,-157.8243,5.3,3.1,ml,,,,0.5,ak,ak021brnu8ym,2021-11-23T15:11:33.040Z,"118 km SE of Perryville, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-09-13T16:09:19.477Z,53.4819,-163.4278,35,3.7,mb,,220,1.205,0.53,us,us7000fc51,2021-11-23T15:11:29.040Z,"152 km S of False Pass, Alaska",earthquake,6,2,0.251,4,reviewed,us,us
2021-09-13T15:17:18.767Z,53.439,-163.5004,35,2.5,ml,,260,1.218,0.35,us,us6000fqwd,2021-11-23T15:11:27.040Z,"157 km S of False Pass, Alaska",earthquake,6.1,2,0.148,6,reviewed,us,us
2021-09-13T14:02:49.741Z,53.8988,-165.3459,75.66,3.6,mb,,181,0.345,0.35,us,us6000fqw1,2021-11-23T15:11:25.040Z,"38 km SE of Akutan, Alaska",earthquake,8,10.3,0.249,4,reviewed,us,us
2021-09-13T13:41:56.634Z,53.5801,-163.5579,35,3.2,ml,,207,1.08,0.24,us,us6000fqw0,2021-11-23T15:11:24.040Z,"142 km S of False Pass, Alaska",earthquake,2.4,2,0.091,16,reviewed,us,us
2021-09-13T13:31:10.252Z,53.5561,-163.5386,35,3.3,ml,,224,1.106,0.55,us,us6000fqvz,2021-11-23T15:11:24.040Z,"144 km S of False Pass, Alaska",earthquake,4,2,0.097,14,reviewed,us,us
2021-09-13T10:17:33.229Z,53.2617,-163.4029,35,2.8,ml,,251,1.46,0.41,us,us6000fqwa,2021-11-23T15:11:17.040Z,"177 km S of False Pass, Alaska",earthquake,7.1,2,0.115,10,reviewed,us,us
2021-09-13T07:58:17.909Z,53.5198,-163.6277,35,3.2,ml,,225,1.109,0.5,us,us6000fqvw,2021-11-23T15:11:11.040Z,"149 km S of False Pass, Alaska",earthquake,3.4,2,0.085,18,reviewed,us,us
2021-09-13T03:19:48.875Z,53.5159,-163.6386,34.36,3.2,ml,,225,1.169,0.83,us,us6000fqvt,2021-11-23T15:11:03.040Z,"Unimak Island region, Alaska",earthquake,4.9,17.2,0.097,14,reviewed,us,us
2021-09-13T03:15:30.145Z,54.4937,-159.9622,8.2,3.2,ml,,212,0.401,0.48,us,us6000fqvs,2021-11-23T15:11:02.040Z,"99 km SSE of Sand Point, Alaska",earthquake,1.9,7.9,0.081,20,reviewed,us,us
2021-09-13T02:34:17.636Z,55.8911,-155.6177,1.7,2.5,ml,,,,0.56,ak,ak021brez1c3,2021-11-23T15:11:00.040Z,"147 km SW of Akhiok, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2021-09-12T17:03:09.662Z,53.4125,-163.5638,10,4.7,mb,,167,1.221,0.78,us,us7000fakr,2021-11-23T15:10:47.040Z,"160 km S of False Pass, Alaska",earthquake,4.5,1.9,0.037,218,reviewed,us,us
2021-09-12T13:53:17.526Z,53.3065,-163.5279,10,2.6,ml,,230,1.383,0.79,us,us6000ftuu,2021-11-23T15:10:40.040Z,"172 km S of False Pass, Alaska",earthquake,5.8,2,0.115,10,reviewed,us,us
2021-09-12T12:47:23.699Z,53.3625,-163.5812,6.67,2.7,ml,,209,1.26,0.67,us,us7000fakl,2021-11-23T15:10:36.040Z,"166 km S of False Pass, Alaska",earthquake,5.1,10.2,0.105,12,reviewed,us,us
2021-09-12T08:45:09.349Z,54.502,-159.7284,23.13,3,ml,,275,0.339,0.63,us,us6000ftub,2021-11-23T15:10:29.040Z,"105 km SSE of Sand Point, Alaska",earthquake,3.1,9.9,0.148,6,reviewed,us,us
2021-09-12T05:17:41.584Z,54.9024,-157.282,6.4,2.8,ml,,,,0.5,ak,ak021bpt4e4r,2021-11-23T15:10:22.040Z,"162 km SE of Perryville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-09-12T00:30:16.187Z,52.8459,-163.7871,10,2.9,ml,,225,1.697,0.34,us,us6000ftu4,2021-11-23T15:10:13.040Z,"194 km SE of Akutan, Alaska",earthquake,2.9,2,0.081,20,reviewed,us,us
2021-09-10T19:56:04.524Z,53.0859,-160.6813,10,2.6,ml,,263,1.863,0.58,us,us7000fa4w,2021-11-23T15:09:20.040Z,"244 km SSE of King Cove, Alaska",earthquake,7.9,2,0.105,12,reviewed,us,us
2021-09-10T18:33:04.861Z,53.3106,-163.4404,15.5,2.5,ml,,212,1.347,0.61,us,us6000fsqi,2021-11-23T15:09:18.040Z,"171 km S of False Pass, Alaska",earthquake,5.5,13.1,0.091,16,reviewed,us,us
2021-09-10T17:49:41.000Z,53.0348,-170.7323,217.43,3.4,ml,,143,0.549,0.56,us,us6000fsqm,2021-11-23T15:09:15.040Z,"126 km W of Nikolski, Alaska",earthquake,13.4,12,0.085,18,reviewed,us,us
2021-09-10T16:23:14.324Z,53.3965,-163.5432,5.59,2.5,ml,,223,1.241,0.59,us,us6000fsqf,2021-11-23T15:09:10.040Z,"162 km S of False Pass, Alaska",earthquake,6.1,10.9,0.105,12,reviewed,us,us
2021-09-10T15:26:55.071Z,53.425,-163.5562,22.33,2.6,ml,,207,1.213,0.33,us,us6000fsq3,2021-11-23T15:09:08.040Z,"159 km S of False Pass, Alaska",earthquake,2.8,13.1,0.085,18,reviewed,us,us
2021-09-10T14:58:57.173Z,56.6241,-156.9497,6,3.2,ml,,,,0.47,ak,ak021bmnnfbf,2021-11-23T15:09:08.040Z,"96 km ENE of Chignik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-09-10T14:18:43.795Z,53.4408,-163.5777,29.07,2.7,ml,,221,1.193,0.52,us,us6000fsq2,2021-11-23T15:09:07.040Z,"157 km S of False Pass, Alaska",earthquake,4.1,12.2,0.091,16,reviewed,us,us
2021-09-10T12:40:40.717Z,54.7862,-160.2396,23.86,2.8,ml,,175,0.379,0.56,us,us6000fsq0,2021-11-23T15:09:03.040Z,"63 km SSE of Sand Point, Alaska",earthquake,2.4,11.1,0.085,18,reviewed,us,us
2021-09-10T11:42:33.118Z,55.3282,-157.0424,21.1,2.6,ml,,,,0.36,ak,ak021bmlrn7z,2021-11-23T15:09:01.040Z,"137 km SE of Chignik, Alaska",earthquake,,5.6,,,reviewed,ak,ak
2021-09-10T11:15:00.330Z,54.6224,-156.902,16.2,2.8,ml,,,,0.68,ak,ak021bmllscx,2021-11-23T15:08:59.040Z,"202 km SE of Perryville, Alaska",earthquake,,7,,,reviewed,ak,ak
2021-09-10T10:20:32.929Z,53.9809,-163.5914,35,2.8,ml,,208,0.749,0.41,us,us6000fspy,2021-11-23T15:08:58.040Z,"97 km S of False Pass, Alaska",earthquake,2.1,2,0.091,16,reviewed,us,us
2021-09-10T09:21:05.298Z,54.6298,-156.7702,25.1,3.3,ml,,,,0.56,ak,ak021bmkg7vm,2021-11-23T15:08:57.040Z,"207 km SE of Perryville, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2021-09-10T09:15:15.402Z,53.4369,-163.5438,18.56,4.1,mb,,166,1.206,0.42,us,us7000f9y3,2021-11-23T15:08:56.040Z,"157 km S of False Pass, Alaska",earthquake,5.3,5.9,0.083,40,reviewed,us,us
2021-09-10T07:40:34.067Z,53.4989,-163.6043,22.22,3.3,ml,,204,1.134,0.57,us,us7000f9xd,2021-11-23T15:08:52.040Z,"151 km S of False Pass, Alaska",earthquake,4,11.7,0.077,22,reviewed,us,us
2021-09-10T07:07:08.770Z,54.4523,-159.5863,20.57,2.5,ml,,289,0.379,0.33,us,us6000fsq7,2021-11-23T15:08:51.040Z,"114 km SSE of Sand Point, Alaska",earthquake,5.4,13.5,0.128,8,reviewed,us,us
2021-09-10T06:11:56.487Z,53.3689,-163.4924,17.55,2.8,ml,,209,1.28,0.3,us,us6000fspx,2021-11-23T15:08:50.040Z,"165 km S of False Pass, Alaska",earthquake,5.5,12.6,0.081,20,reviewed,us,us
2021-09-10T06:01:53.724Z,53.3898,-163.511,10,2.6,ml,,208,1.257,0.31,us,us6000fspw,2021-11-23T15:08:50.040Z,"163 km S of False Pass, Alaska",earthquake,2.8,2,0.097,14,reviewed,us,us
2021-09-10T05:57:54.915Z,53.3404,-163.461,10,4.1,mb,,154,1.315,0.77,us,us7000f9x5,2021-11-23T15:08:49.040Z,"168 km S of False Pass, Alaska",earthquake,5.1,1.9,0.158,13,reviewed,us,us
2021-09-10T05:31:48.277Z,54.23,-162.252,10,2.5,ml,,240,0.744,0.42,us,us6000fsq5,2021-11-23T15:08:47.040Z,"92 km S of King Cove, Alaska",earthquake,2.1,1.8,0.148,6,reviewed,us,us
2021-09-10T05:24:23.609Z,53.4258,-163.5542,21.48,2.5,ml,,230,1.213,0.22,us,us6000fspu,2021-11-23T15:08:46.040Z,"159 km S of False Pass, Alaska",earthquake,6.7,10.7,0.105,12,reviewed,us,us
2021-09-10T04:29:15.205Z,52.7843,-168.6987,83.23,3.2,ml,,209,0.21,0.61,us,us6000fspt,2021-11-23T15:08:44.040Z,"20 km SSE of Nikolski, Alaska",earthquake,10.3,17.7,0.097,14,reviewed,us,us
2021-09-10T03:12:49.714Z,53.4086,-165.2206,35,2.8,ml,,277,0.791,0.17,us,us6000fspp,2021-11-23T15:08:41.040Z,"88 km SSE of Akutan, Alaska",earthquake,6.8,2,0.115,10,reviewed,us,us
2021-09-10T00:43:56.555Z,55.0757,-158.5187,5.2,2.7,ml,,,,0.64,ak,ak021bmf852u,2021-11-23T15:08:37.040Z,"101 km SSE of Perryville, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-09-09T19:23:23.982Z,53.4698,-163.5246,10.39,5.1,mww,,140,1.184,0.9,us,us7000f9t5,2023-08-26T19:53:35.320Z,"154 km S of False Pass, Alaska",earthquake,4.6,4,0.054,33,reviewed,us,us
2021-09-09T17:57:06.323Z,53.4978,-163.5657,31.1,3.2,ml,,204,1.147,0.6,us,us6000fs5q,2021-11-17T17:42:25.040Z,"151 km S of False Pass, Alaska",earthquake,3.4,9.4,0.077,22,reviewed,us,us
2021-09-09T11:50:05.238Z,55.7081,-155.7167,4.8,2.9,ml,,,,0.83,ak,ak021bky9ybo,2021-11-18T18:41:31.040Z,"167 km SW of Akhiok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-09-09T10:19:02.132Z,57.9742,-156.2891,136.7,3.2,ml,,,,0.79,ak,ak021bkxhv5m,2021-11-17T17:30:59.040Z,"69 km ESE of Egegik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-09-09T04:21:37.666Z,54.9292,-157.3252,21.2,3.3,ml,,,,0.48,ak,ak021bktxs7t,2021-11-17T17:30:24.040Z,"158 km SE of Perryville, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2021-09-09T03:15:39.974Z,54.4928,-159.7486,20.42,3.5,ml,,227,0.351,0.65,us,us6000fs5e,2021-11-17T17:30:03.040Z,"105 km SSE of Sand Point, Alaska",earthquake,3,11.4,0.115,10,reviewed,us,us
2021-09-08T19:35:27.869Z,55.3098,-155.9122,32.4,3,ml,,,,0.91,ak,ak021bjfewrz,2021-11-17T17:29:11.040Z,"190 km SE of Chignik, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-09-08T18:31:14.149Z,55.5035,-159.6075,60.9,2.8,ml,,,,0.61,ak,ak021bjesl2w,2021-11-17T17:29:06.040Z,"45 km S of Ivanof Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-09-08T16:17:43.720Z,55.4957,-157.3645,12.6,2.8,ml,,,,0.56,ak,ak021bjdis52,2021-11-17T17:29:00.040Z,"110 km SE of Chignik, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-09-08T05:28:36.894Z,52.1523,-172.1455,58.61,3,ml,,200,1.186,0.83,us,us6000frkk,2021-11-17T17:28:27.040Z,"140 km E of Atka, Alaska",earthquake,14.3,48.1,0.097,14,reviewed,us,us
2021-09-08T03:12:27.275Z,53.405,-163.5298,21.55,2.9,ml,,208,1.327,0.6,us,us6000frki,2021-11-17T17:28:18.040Z,"161 km S of False Pass, Alaska",earthquake,7.4,10.4,0.091,16,reviewed,us,us
2021-09-08T03:09:20.325Z,53.441,-163.574,25.53,3.3,ml,,204,1.283,0.48,us,us7000f94a,2021-11-17T17:28:16.040Z,"157 km S of False Pass, Alaska",earthquake,1.8,7.4,0.077,22,reviewed,us,us
2021-09-08T00:08:17.356Z,52.6448,-170.8728,88.35,2.6,ml,,186,0.62,0.68,us,us6000frkq,2021-11-17T17:27:44.040Z,"139 km WSW of Nikolski, Alaska",earthquake,13.9,9.8,0.105,12,reviewed,us,us
2021-09-07T21:53:14.732Z,54.3655,-161.4067,11.95,2.6,ml,,201,0.808,0.45,us,us6000fqku,2021-11-17T17:27:37.040Z,"97 km SE of King Cove, Alaska",earthquake,1.8,4.7,0.091,16,reviewed,us,us
2021-09-07T21:26:51.961Z,53.403,-163.5291,28.87,2.8,ml,,215,1.24,0.68,us,us6000fqkt,2021-11-17T17:27:36.040Z,"161 km S of False Pass, Alaska",earthquake,2.6,11.7,0.085,18,reviewed,us,us
2021-09-07T17:37:11.139Z,55.602,-155.7131,10.1,2.6,ml,,,,0.95,ak,ak021bhqp3fi,2021-11-17T17:27:23.040Z,"177 km SSW of Akhiok, Alaska",earthquake,,2,,,reviewed,ak,ak
2021-09-07T15:19:00.264Z,55.2669,-157.1343,19.1,3.1,ml,,,,0.63,ak,ak021bhpe8um,2021-11-17T17:27:17.040Z,"139 km SE of Chignik, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-09-07T10:04:10.664Z,54.6453,-159.6655,25.71,3.3,ml,,200,0.191,0.63,us,us7000f8th,2021-11-17T17:26:56.040Z,"93 km SE of Sand Point, Alaska",earthquake,6.1,6.5,0.059,38,reviewed,us,us
2021-09-07T00:51:55.630Z,50.8775,-170.4464,14.82,2.8,ml,,249,2.317,0.78,us,us6000fqki,2021-11-17T17:26:16.040Z,"253 km SSW of Nikolski, Alaska",earthquake,11,9.9,0.115,10,reviewed,us,us
2021-09-06T21:53:33.839Z,55.1365,-159.2203,35,3.7,mb,,145,0.372,0.56,us,us7000f8pm,2021-11-17T17:26:02.040Z,"84 km ESE of Sand Point, Alaska",earthquake,2.3,2,0.502,1,reviewed,us,us
2021-09-06T17:28:02.486Z,53.4496,-163.5663,10,3,ml,,206,1.188,0.31,us,us6000fpy1,2021-11-17T17:25:46.040Z,"156 km S of False Pass, Alaska",earthquake,6,2,0.085,18,reviewed,us,us
2021-09-06T14:21:58.973Z,55.4247,-157.4023,9.7,2.5,ml,,,,0.61,ak,ak021bg1a40p,2021-11-17T17:25:23.040Z,"115 km SSE of Chignik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-09-06T08:16:06.143Z,54.854,-160.3163,28.93,2.8,ml,,171,0.421,0.45,us,us6000fpxe,2021-11-17T17:24:52.040Z,"54 km SSE of Sand Point, Alaska",earthquake,5.6,5.6,0.085,18,reviewed,us,us
2021-09-06T07:44:04.101Z,54.6979,-155.7939,11.3,3,ml,,,,0.58,ak,ak021bfx97wm,2021-11-17T17:24:48.040Z,"242 km SE of Chignik, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2021-09-06T04:28:12.480Z,52.7346,-166.7549,6.92,3.6,mb,,230,0.972,0.75,us,us6000fpx4,2021-11-17T17:24:17.040Z,"127 km S of Unalaska, Alaska",earthquake,4,8.1,0.166,9,reviewed,us,us
2021-09-06T03:50:37.397Z,55.0761,-156.0769,11.9,2.8,ml,,,,0.54,ak,ak021bfuwigr,2021-11-17T17:24:11.040Z,"199 km SE of Chignik, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2021-09-05T08:14:53.093Z,52.1923,-169.9727,35,3.3,mb,,204,1.037,0.71,us,us7000fasw,2021-11-17T17:22:54.040Z,"112 km SW of Nikolski, Alaska",earthquake,6.2,2,0.217,5,reviewed,us,us
2021-09-05T05:06:43.986Z,56.4902,-155.6881,69.5,3.5,ml,,,,0.81,ak,ak021be8am5e,2021-11-17T17:22:34.040Z,"105 km WSW of Akhiok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-09-05T03:56:45.160Z,55.1838,-157.8092,19.1,2.5,ml,,,,0.64,ak,ak021be7egur,2021-11-17T17:22:18.040Z,"116 km SE of Perryville, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-09-05T00:34:33.750Z,55.4179,-155.3453,11.3,2.9,ml,,,,0.5,ak,ak021be5hff3,2021-11-17T17:21:55.040Z,"185 km SSW of Akhiok, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-09-04T21:22:58.290Z,54.6364,-161.3734,33.4,3,ml,,176,0.875,0.54,us,us7000f817,2021-11-17T17:21:40.040Z,"76 km SE of King Cove, Alaska",earthquake,4.5,4.7,0.069,28,reviewed,us,us
2021-09-04T20:18:13.083Z,52.7213,-163.9844,20.3,2.6,ml,,240,1.775,0.35,us,us7000fe6a,2021-11-17T17:21:35.040Z,"197 km SE of Akutan, Alaska",earthquake,5,6.8,0.105,12,reviewed,us,us
2021-09-04T17:48:29.032Z,53.3607,-166.9378,66.57,2.8,ml,,199,0.435,0.39,us,us7000fe67,2021-11-17T17:21:21.040Z,"63 km SSW of Unalaska, Alaska",earthquake,9.8,19.2,0.105,12,reviewed,us,us
2021-09-04T16:19:30.529Z,54.3601,-159.8057,21.23,2.7,ml,,208,0.488,0.98,us,us7000fe61,2021-11-17T17:21:14.040Z,"117 km SSE of Sand Point, Alaska",earthquake,3.8,11.4,0.088,17,reviewed,us,us
2021-09-04T16:01:44.525Z,55.3766,-157.4413,10.6,2.9,ml,,,,0.77,ak,ak021bcr9ygo,2021-11-17T17:21:12.040Z,"118 km SSE of Chignik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-09-04T14:23:55.737Z,55.1696,-156.7105,5.8,3.3,ml,,,,0.54,ak,ak021bcq7u4q,2021-11-17T17:21:08.040Z,"164 km SE of Chignik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-09-04T11:40:57.298Z,53.3889,-163.6866,24.5,2.6,ml,,230,1.208,0.38,us,us7000fe66,2021-11-17T17:20:54.040Z,"160 km ESE of Akutan, Alaska",earthquake,4.2,13,0.097,14,reviewed,us,us
2021-09-04T09:16:41.177Z,50.9199,-171.8152,10,2.8,ml,,237,1.966,0.65,us,us7000fe64,2021-11-17T17:20:47.040Z,"217 km SE of Atka, Alaska",earthquake,3.5,2,0.115,10,reviewed,us,us
2021-09-04T01:38:02.276Z,54.6947,-156.8025,32.5,2.5,ml,,,,0.68,ak,ak021bcikayr,2021-11-17T17:20:15.040Z,"201 km SE of Perryville, Alaska",earthquake,,6.9,,,reviewed,ak,ak
2021-09-04T01:23:23.150Z,55.1297,-157.0954,22.4,2.6,ml,,,,0.84,ak,ak021bcih4hf,2021-11-17T17:20:13.040Z,"153 km SSE of Chignik, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2021-09-03T22:10:11.059Z,55.0315,-157.5533,25.6,2.8,ml,,,,0.76,ak,ak021bb7d33t,2021-11-17T17:20:02.040Z,"140 km SE of Perryville, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-09-03T20:38:35.951Z,54.9815,-157.7707,45,3.9,ml,,,,0.77,ak,ak021bb6c9i0,2021-11-17T17:19:55.040Z,"135 km SE of Perryville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-09-03T16:46:57.508Z,54.3772,-161.6018,35,2.8,ml,,194,0.728,1.05,us,us7000ff1v,2021-11-17T17:19:42.040Z,"89 km SSE of King Cove, Alaska",earthquake,3.2,2,0.071,26,reviewed,us,us
2021-09-03T15:54:50.540Z,55.39,-156.4439,39.3,3.3,ml,,,,0.56,ak,ak021bb3gjsw,2021-11-17T17:19:38.040Z,"158 km SE of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-09-03T13:44:03.536Z,54.352,-161.3363,16.06,2.5,ml,,199,0.845,0.52,us,us7000ff1r,2021-11-17T17:19:27.040Z,"101 km SE of King Cove, Alaska",earthquake,2.5,7.6,0.074,24,reviewed,us,us
2021-09-03T07:47:20.247Z,55.1777,-156.7662,18.2,2.5,ml,,,,0.39,ak,ak021bayniwx,2021-11-17T17:19:06.040Z,"161 km SE of Chignik, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-09-03T03:55:45.400Z,53.5372,-163.6021,12.4,4.5,mwr,,122,1.102,0.96,us,us7000f7bp,2021-11-17T17:18:45.040Z,"147 km S of False Pass, Alaska",earthquake,4.5,4,0.057,30,reviewed,us,us
2021-09-02T21:23:23.295Z,52.7518,-167.3586,25.16,2.9,ml,,224,0.739,0.37,us,us7000fc7l,2021-11-06T20:28:27.040Z,"103 km ESE of Nikolski, Alaska",earthquake,3.4,12.9,0.105,12,reviewed,us,us
2021-09-02T17:50:27.033Z,54.5178,-159.4843,35,2.7,ml,,268,0.319,0.72,us,us7000fc7k,2021-11-06T20:28:27.040Z,"111 km SE of Sand Point, Alaska",earthquake,6.6,2,0.128,8,reviewed,us,us
2021-09-02T15:47:08.005Z,53.5694,-168.4727,132.76,3.1,ml,,128,0.23,0.41,us,us7000fc7b,2021-11-06T20:28:28.040Z,"74 km NNE of Nikolski, Alaska",earthquake,10.2,7.1,0.081,20,reviewed,us,us
2021-09-02T14:59:30.958Z,53.5326,-166.9831,95.84,2.9,ml,,174,0.269,0.36,us,us7000fc77,2021-11-06T20:28:28.040Z,"48 km SW of Unalaska, Alaska",earthquake,8.8,9.8,0.091,16,reviewed,us,us
2021-09-02T13:37:44.860Z,55.0859,-157.6596,10.5,3.7,ml,,,,0.62,ak,ak021b9emolw,2021-11-06T20:28:28.040Z,"131 km SE of Perryville, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-09-02T10:18:20.855Z,54.3062,-159.8248,20.32,2.6,ml,,245,0.543,0.43,us,us7000fc72,2021-11-06T20:28:28.040Z,"122 km SSE of Sand Point, Alaska",earthquake,3.6,11.6,0.115,14,reviewed,us,us
2021-09-02T08:08:36.166Z,54.5158,-159.6383,25.82,4.6,mwr,,159,0.317,0.54,us,us7000f703,2021-11-06T20:28:29.040Z,"106 km SSE of Sand Point, Alaska",earthquake,1.6,5,0.065,23,reviewed,us,us
2021-09-02T08:07:38.103Z,54.4933,-159.6066,23.1,3.7,ml,,200,0.338,0.3,us,us7000fc70,2021-11-06T20:28:29.040Z,"109 km SSE of Sand Point, Alaska",earthquake,6.3,11.4,0.162,7,reviewed,us,us
2021-09-02T05:10:24.066Z,54.4262,-159.7452,21.29,2.8,ml,,211,0.415,0.63,us,us7000fc6z,2021-11-06T20:28:29.040Z,"112 km SSE of Sand Point, Alaska",earthquake,3.5,10.4,0.071,26,reviewed,us,us
2021-09-02T03:40:49.406Z,57.9215,-155.27,83.1,3.5,ml,,,,0.61,ak,ak021b98p06d,2021-11-06T20:28:30.040Z,"62 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-09-02T03:31:43.642Z,55.4918,-156.7506,16.2,2.6,ml,,,,0.56,ak,ak021b98n2qs,2021-11-06T20:28:30.040Z,"136 km SE of Chignik, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-09-01T23:47:37.470Z,54.4463,-159.8269,16.51,2.7,ml,,261,0.409,0.33,us,us7000fbmd,2021-11-06T20:28:30.040Z,"south of Alaska",earthquake,3.9,5.9,0.115,10,reviewed,us,us
2021-09-01T19:52:42.717Z,52.8877,-162.2102,10,2.7,ml,,232,2.045,0.42,us,us7000fbma,2021-11-06T20:28:31.040Z,"232 km SSE of False Pass, Alaska",earthquake,6.7,2,0.091,16,reviewed,us,us
2021-09-01T13:16:45.422Z,54.6719,-156.7875,46.9,3,ml,,,,0.7,ak,ak021b7qyulk,2021-11-06T20:28:32.040Z,"203 km SE of Perryville, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2021-09-01T09:45:52.698Z,55.3125,-162.3826,124.37,2.7,ml,,102,0.182,0.52,us,us7000fbm4,2021-11-06T20:28:33.040Z,"25 km ENE of Cold Bay, Alaska",earthquake,3.7,4,0.07,27,reviewed,us,us
2021-09-01T06:54:27.451Z,55.214,-157.3356,32.6,2.8,ml,,,,0.68,ak,ak021b7n0wwp,2021-11-06T20:28:33.040Z,"137 km SSE of Chignik, Alaska",earthquake,,15.2,,,reviewed,ak,ak
2021-09-01T05:20:16.265Z,54.7836,-161.9822,88.31,2.6,ml,,164,0.273,0.24,us,us7000fbm3,2021-11-06T20:28:34.040Z,"37 km SE of King Cove, Alaska",earthquake,7.2,5.1,0.085,18,reviewed,us,us
2021-09-01T05:14:24.710Z,55.396,-156.6855,9.5,2.7,ml,,,,0.75,ak,ak021b7m6x2l,2021-11-06T20:28:34.040Z,"146 km SE of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-09-01T05:01:32.207Z,53.2999,-159.9254,31.57,2.7,ml,,256,1.547,0.56,us,us7000fbmg,2021-11-06T20:28:34.040Z,"229 km S of Sand Point, Alaska",earthquake,12.6,23.3,0.091,16,reviewed,us,us
2021-08-31T22:15:52.307Z,54.6106,-156.8005,24.9,3.6,ml,,,,0.79,ak,ak021b68s6tw,2021-11-06T20:28:35.040Z,"207 km SE of Perryville, Alaska",earthquake,,3.7,,,reviewed,ak,ak
2021-08-31T19:45:23.923Z,54.2898,-161.2789,35,2.9,ml,,203,1.123,0.5,us,us7000fbz2,2021-11-06T20:28:36.040Z,"108 km SE of King Cove, Alaska",earthquake,4.8,2,0.083,19,reviewed,us,us
2021-08-31T18:57:10.662Z,54.4334,-159.6951,19.82,2.7,ml,,235,0.403,0.97,us,us7000fbz1,2021-11-06T20:28:36.040Z,"112 km SSE of Sand Point, Alaska",earthquake,5.4,3.5,0.105,12,reviewed,us,us
2021-08-31T16:47:14.932Z,53.2249,-166.8179,55.04,2.6,ml,,202,0.571,0.43,us,us7000fbz0,2021-11-06T20:28:37.040Z,"74 km SSW of Unalaska, Alaska",earthquake,7.7,29,0.097,14,reviewed,us,us
2021-08-31T12:56:37.769Z,54.639,-159.6179,22.65,2.9,ml,,208,0.193,0.8,us,us7000fbyy,2021-11-06T20:28:38.040Z,"95 km SE of Sand Point, Alaska",earthquake,4.2,10.4,0.062,34,reviewed,us,us
2021-08-31T10:05:09.525Z,55.5822,-156.0091,18.03,3,ml,,206,0.324,0.22,us,us7000f65r,2021-11-06T20:28:39.040Z,"169 km ESE of Chignik, Alaska",earthquake,5.4,7.4,0.052,48,reviewed,us,us
2021-08-30T21:58:07.515Z,54.1355,-159.4242,10,2.6,ml,,235,0.703,0.91,us,us7000fckr,2021-11-06T20:28:44.040Z,"150 km SSE of Sand Point, Alaska",earthquake,5.9,2,0.091,16,reviewed,us,us
2021-08-30T21:04:03.384Z,55.0809,-159.4333,5.36,2.6,ml,,130,0.266,0.35,us,us7000fckk,2021-11-06T20:28:44.040Z,"73 km ESE of Sand Point, Alaska",earthquake,1.6,9,0.064,32,reviewed,us,us
